id;concept_id;concept_confidence
7c7f7caa-1edb-40ac-ac4d-d1e91182fba0;A3.general;0.45
e4035acc-46f6-4d82-a3d2-55c629fb61fa;A3.loan_types_fha_va;0.97
86f69e88-3f3a-4c5d-a303-96df96dc0697;A3.amortization_interest;0.97
4ed5f938-b8ee-4501-bb7d-e0af47d13d22;A3.loan_types_fha_va;0.98
567d16e4-9262-40ba-af88-97106096f6cb;A1.real_vs_personal_property;0.95
2aaac58c-d688-4c9e-a5f5-872a5d085abc;A1.general;0.45
94e0349f-f1ef-45c6-9643-6acafe3480c8;A1.general;0.45
2bf94a58-b2cb-4da4-aaaa-9d5ff807c905;A1.estates_freehold_leasehold;0.98
bce6f310-2918-4e3a-b31f-bc9c9647b059;A1.estates_freehold_leasehold;0.99
40439fa9-805d-416f-9249-c5994428f371;A1.forms_of_ownership_jt_tic_tbe;0.99
6ff24711-6ecf-4e65-94b1-9fd091e6130b;A1.encumbrances_easements_liens;0.97
593255d8-1e91-4cf6-a317-f20640a5149e;A1.general;0.45
216002f5-8824-4bc3-b22a-0e922cfee52f;A1.general;0.45
45a4be96-d9f9-420c-8e2d-4ad1967f8073;A1.encumbrances_easements_liens;0.95
dceae108-e9c6-40c4-8388-20b91eeede1b;A1.general;0.45
f441e670-036f-48fd-b62a-9d1b896dc4fe;A1.encumbrances_easements_liens;0.96
1cbf7d6a-1875-4682-ba14-52c02049d4d1;A1.encumbrances_easements_liens;0.95
783d553b-7623-49ca-a7ba-cb0d3aa0c54c;A2.environmental_regulations;0.97
10b3fbc7-6ee8-4b77-8fc2-a3d894f830f1;A5.math_commission_proration;0.97
3589a8c7-2066-4de9-8539-6d6e91b182ce;A3.loan_types_fha_va;0.97
449c82fc-b7a5-40e4-9f1f-9f436244b30e;A1.encumbrances_easements_liens;0.95
499fe537-5772-4b39-b9db-860629e78176;A3.loan_types_fha_va;0.99
4c98e18e-72b8-4761-89ca-6368cde2c49c;A3.investment_principles;0.95
6be19c4d-4532-49be-83ea-5a7a986394c6;A1.encumbrances_easements_liens;0.95
4c2d57a3-d08f-41c9-a6d0-bfe9f37546c6;A3.general;0.45
c828055a-3044-4185-b638-7c207d915978;A3.mortgage_basics;0.97
7cc54966-feab-4810-a412-950ebb505387;A3.amortization_interest;0.97
d9cbf734-e5c8-4329-b985-e73750aa44cb;A1.condos_coops_pud;0.96
fc732321-80a3-4808-b1c0-bb227de54ac6;A1.general;0.45
1d193474-5d28-4ed7-9917-d1a9a4ba8078;A1.general;0.45
25e9a070-e119-4bb7-9c8f-b7bd940f2ec9;A1.encumbrances_easements_liens;0.95
bdaf7af0-fe16-49ff-a1dd-97aa6d8f1d7e;A3.amortization_interest;0.98
8fcf69bf-5639-4169-bf67-3b258e445c06;A3.amortization_interest;0.98
e5f50f96-25c0-4589-8631-cce770388464;A3.loan_types_fha_va;0.97
cc8b9643-b226-456f-87fa-78689c82e7e7;A3.mortgage_basics;0.98
d1f4e41d-4d31-4a74-8dea-a079d9bd2626;A1.general;0.45
c21f787f-7077-4537-8805-632692af26fd;A3.mortgage_basics;0.97
3a0defcc-b86a-4e5d-b211-6d36144eadb2;A3.mortgage_basics;0.97
fed36214-7e4d-4386-950a-7a045ea34949;A3.general;0.45
7c3f26b6-c2fa-4b4c-87a8-b01212c445e0;A3.loan_types_fha_va;0.99
8240f9e5-d663-408d-803c-84279a19c583;A3.amortization_interest;0.98
2e56f02b-754c-49cb-858b-01b611cb3437;A3.general;0.45
f138946f-b583-4f5a-8808-a761a8bb7c36;A3.mortgage_basics;0.97
76417624-29bf-427b-8e62-33c2b579d0a1;A3.mortgage_basics;0.97
b4284622-e368-467c-b23c-c54419d117f4;A3.mortgage_basics;0.97
bd4e686e-2e26-4af2-960f-19a83135d4e2;A3.general;0.45
46f3c776-1582-4439-b26f-a3679a3b3dda;A3.amortization_interest;0.98
936e40cb-0fd0-482c-96a7-8b5a2b2e99e3;A3.mortgage_basics;0.97
2f4b20f6-d631-4dc7-927a-0ea46e4fe961;A3.mortgage_basics;0.97
a51a3c26-f6d6-4abb-9562-a403969ef7fa;A3.amortization_interest;0.97
fa32f973-dcce-45a3-82cb-aea76258b0bd;A3.general;0.45
df1da855-84d0-4ffd-8f61-74766fcbda81;A3.mortgage_basics;0.99
d89c9077-4455-4055-b414-95a37a76366a;A3.mortgage_basics;0.97
7090364b-c948-4b28-8e03-28a09f915eb6;A3.loan_types_fha_va;0.97
d6d8a06c-acda-493d-a2b0-0054136b9f91;A3.mortgage_basics;0.99
b6e11247-ea4a-47d4-8670-03837d95f4a5;A3.mortgage_basics;0.98
f193685f-2011-4a9b-868f-c3311b51b74a;A1.general;0.45
fd427f46-a469-454b-8476-2bb96d0adec8;A3.mortgage_basics;0.97
3599f8b4-e614-4736-b13e-850b7c4f0c53;A3.general;0.45
036d6cec-4df4-4ccd-94c1-5516a107305a;A3.loan_types_fha_va;0.97
39290d56-ac81-4b1f-b9f8-dc3ec18b0f11;A3.loan_types_fha_va;0.97
a4e235cc-4b27-49ec-a2b8-2eb443151328;A3.general;0.45
412ca0d1-4614-4f7a-80d7-3731b3e0996a;A3.general;0.45
3b75498c-fe3d-41f5-baf5-c763c33a3600;A3.amortization_interest;0.97
646f420a-c8f2-4fbd-af5e-daf06a97983f;A3.loan_types_fha_va;0.99
7354fca4-96cf-4eaf-bc70-24a8e929fef3;A3.loan_types_fha_va;0.99
49636f75-ac76-404b-8348-487eef878026;A3.mortgage_basics;0.97
ade0b58a-9788-4e66-b327-f007d583f53a;B1.statute_of_frauds;0.99
2a24dadf-9152-4433-9381-0dcdc7d6e7a1;A3.loan_types_fha_va;0.98
9616c807-83f7-420e-becc-48228c648392;A3.loan_types_fha_va;0.99
7a22d49b-b101-4bca-a21b-2bccc397c291;A3.amortization_interest;0.97
98e0512e-f725-47b9-9bc0-5a88848a2944;A3.loan_types_fha_va;0.97
a8507416-40e0-4b9b-bdbd-6ffef0f21742;A3.mortgage_basics;0.98
406cee81-409f-4d09-8059-3fdc4e52cddf;A3.general;0.45
c1103b07-c17f-48f3-9162-97ee6ba3b094;A3.mortgage_basics;0.97
fc1dc344-c543-48b0-b11a-e879a10554a0;A3.mortgage_basics;0.98
b438ce62-4d3d-47dd-9e5f-966e062be297;A3.loan_types_fha_va;0.99
204863f4-23d8-4bd9-b58a-0279b38aa9ec;A3.loan_types_fha_va;0.99
23f362cf-539b-4384-bc0f-7303e37fb4fe;A3.amortization_interest;0.97
2370ae97-b76a-4d14-be30-ad47baaf2c2b;A3.amortization_interest;0.98
944af4a3-afa5-4d09-b193-cf1a06e197cd;A3.mortgage_basics;0.99
723c4c7d-4c46-43f3-989f-7002e523de21;A3.mortgage_basics;0.97
e4c7e92e-24f0-4dc4-88f5-3a2257b4c045;A3.loan_types_fha_va;0.97
605c78fa-6b17-4bd5-9f10-ee04d0386e6a;A3.mortgage_basics;0.97
ce92e43b-dfb6-4bde-a9b6-8d043227c41b;A3.mortgage_basics;0.98
d3dccf83-f3ff-4c8d-b2b9-50e057e7740e;A3.loan_types_fha_va;0.98
30bc3bfc-ec54-40be-9361-a13f4e2732a7;A3.amortization_interest;0.97
3ee250db-f4ab-4d5a-ad23-b72f5a52585c;A3.loan_types_fha_va;0.97
4c544720-9576-40f0-9bcf-4f961519d0c7;A3.loan_types_fha_va;0.98
21cf02b3-ff2e-4850-8033-a0af3bd37a4a;A3.mortgage_basics;0.97
463428a5-93ec-4504-8d0b-7c53c48e155f;A3.amortization_interest;0.97
14331b7b-3491-464f-a378-78c311e0ba6f;A3.general;0.45
c8517e67-ac5f-4d67-81b9-60933c5fcbb6;A3.mortgage_basics;0.98
5e809361-aed7-4261-aef5-8ecae9512ddb;A3.general;0.45
5d6b7fae-90ad-4bc3-a1f4-9f97434a67c1;A3.mortgage_basics;0.97
8e98dff5-147d-4f5c-9869-175975db85f3;A3.mortgage_basics;0.97
316c365d-70de-4f2e-998a-01b8c7c6379b;A3.amortization_interest;0.97
75317381-285c-41ca-b37e-095783d02551;A3.mortgage_basics;0.98
0cb8c014-3525-4ef4-b534-2706c1bb5789;A3.mortgage_basics;0.98
b9c72416-ea48-4c7d-9c05-f70e15c1f532;A3.mortgage_basics;0.97
aceb9492-2cc8-47d9-aac3-17de5d5c7b99;A3.mortgage_basics;0.98
3c46ac6f-a64b-4789-b866-ebad4f407043;A3.mortgage_basics;0.99
f57da7a2-9822-4389-b40c-5fc20239ed3e;A3.general;0.45
2263e3bf-c743-46df-86e2-4f519f50afab;A3.loan_types_fha_va;0.99
9f8d0bb8-9dcc-4642-bc2e-e100212d9c1d;A3.general;0.45
03fe70e3-d09f-4cac-963d-29bbe9a5ceac;A3.amortization_interest;0.99
adebea15-bc1e-4e7a-a040-8e552ed2db59;A3.mortgage_basics;0.98
fc4f3312-fe13-418a-afb8-7fe90beeb2b6;A3.mortgage_basics;0.98
43191425-6c38-4b06-865c-cba477ee09d7;A3.loan_types_fha_va;0.97
c6864ae1-7697-49e0-9e8b-a529054e7990;A3.loan_types_fha_va;0.97
046fd1a3-f048-4c7f-a8bb-1a29d55b0895;B5.sc_property_disclosure;0.99
e19b7602-a4a4-497a-bbe1-250a9526cde8;A3.mortgage_basics;0.97
086d1c35-d21b-42d1-a74d-f79ff4f6794b;A3.general;0.45
53bb8b1f-c87b-43e5-b40b-4387740fc4e0;A3.loan_types_fha_va;0.99
df4f9d12-64be-45ed-a8f3-bb6e9f1af22d;A3.loan_types_fha_va;0.98
51d53442-4fb1-410e-8652-9914fa1200d9;A3.mortgage_basics;0.97
039bdfac-24f8-470c-a076-e98e185a4c38;A3.loan_types_fha_va;0.98
de7aed5d-8659-4e83-aedf-c77b116563b6;A3.mortgage_basics;0.99
ba0121da-b4d8-413a-adfe-59cda00e8a77;A3.amortization_interest;0.98
25f9e6a1-9983-4614-93b9-ef0145510794;A3.general;0.45
d42d3863-7bd8-4bad-a95b-9dbb8d70fd4e;A3.general;0.45
be9209eb-202f-4ecc-8322-1afdbcdd3c80;A3.loan_types_fha_va;0.99
8c7ed1e6-bca0-4297-857a-912b7ad8dae6;A3.escrow_taxes_insurance;0.96
d0ad7bb1-efda-45d8-9076-2f03916422e7;A3.loan_types_fha_va;0.97
cb4e197a-67a2-4979-9857-b21fd86e5412;A3.general;0.45
a780d2a8-5626-411b-8db7-20b110601ac9;A3.mortgage_basics;0.97
5db32a4e-fe5b-4712-9e59-488c4bfcec75;A3.mortgage_basics;0.97
b1ad3f37-476e-4e5a-8f00-93e3ca05ba77;A3.loan_types_fha_va;0.97
fa20f1dc-1aa3-426b-a9ca-06b20d589904;A3.mortgage_basics;0.99
e5fdf93b-0781-4e36-b887-282e70eadf2c;A3.mortgage_basics;0.97
b43e20fb-0e6b-4496-aebf-c3067d27e992;A3.mortgage_basics;0.97
a81420fb-8d3e-4aac-b786-323c47adf386;A3.general;0.45
78da4b77-fbde-4297-82c5-3dc87161b443;A3.general;0.45
9fc3f151-a38a-48b7-878f-2d40eefeb209;A3.mortgage_basics;0.97
8d0fa690-16ba-4bda-8c16-ea082655de9b;A3.loan_types_fha_va;0.99
6190a814-eec1-4237-bcad-9dfee8fb08f6;A3.loan_types_fha_va;0.97
8a5c87b8-54b0-4a6e-87e7-170007a122c3;A3.loan_types_fha_va;0.97
c81e4170-bfe7-4953-b8d4-284296c78613;A3.loan_types_fha_va;0.97
893c135b-2e6d-41f1-8336-56e80981d6a1;A3.mortgage_basics;0.97
28f5131f-1a84-462d-956a-61a5bddc995b;A3.general;0.45
32ede39b-fa70-4334-b4ae-52785b453887;A3.loan_types_fha_va;0.99
ae5188ea-dc5d-415b-8047-5fe10096c1f2;A3.general;0.45
948c0198-b460-4966-97f6-6a773b416193;A3.general;0.45
ead713fe-85ce-4fdb-8309-a65cef9cffdc;A3.mortgage_basics;0.98
f931a8f7-aa17-4efc-a5ee-d9013f15193c;A3.mortgage_basics;0.97
5724ca07-c723-4169-8e27-4d526730210e;A3.mortgage_basics;0.97
b131555c-de40-4f59-b74a-581ba74e2a20;A3.general;0.45
366991eb-6679-42ab-9b2a-6304acb6a143;A3.loan_types_fha_va;0.97
c9269229-5aca-4953-b728-9d476169dd9a;A3.mortgage_basics;0.97
a2b6acf2-746c-4860-ae8e-13bf97f115d6;A3.appraisal_basics;0.95
afdaf780-cfbe-4f95-a7b4-da957973a4bf;A3.loan_types_fha_va;0.98
bb66fc09-edac-4138-8f6d-0ce6a92fe554;A3.general;0.45
234c2f77-702d-4104-84e6-72113f63642f;A3.general;0.45
73b6eae9-da02-46b1-97f7-6e490c02f4bc;A3.amortization_interest;0.97
bb41084a-ca0b-40bc-9121-48de38058a24;A3.mortgage_basics;0.97
7ac9d280-6a2a-42dc-a081-562746cce7d6;A3.general;0.45
e49dccf1-bd48-4deb-91ce-1db7ae8f72d3;A3.general;0.45
faf226a0-f5e5-4413-9433-e42cb1dc2a61;A3.loan_types_fha_va;0.97
396a1eff-8176-42db-8b31-25597d8e416e;A3.amortization_interest;0.98
df7ef318-ee94-4330-afa7-5ff22d1abdcd;A3.mortgage_basics;0.97
2a730126-d940-45c7-b29d-0af5fcbadb7e;A3.loan_types_fha_va;0.97
4b2d96a3-b173-48fa-bc2d-31a7f115f452;A3.mortgage_basics;0.97
d4034b88-706c-4969-b7b8-315983d8f65c;A1.estates_freehold_leasehold;0.96
6839c17f-ea86-4870-8f94-6790f7f40944;A3.general;0.45
8b303742-4854-4ff9-b182-97ec50638125;A3.general;0.45
c10aaad6-c9fc-44d2-8755-1b1fe84fc03f;A3.general;0.45
7e62085e-5fa0-4218-a1e3-0f60667057e2;A3.three_approaches_value;0.96
01d42899-35f0-44bd-bcb2-a0a0100da600;A3.general;0.45
053f8a52-653e-4099-a9d6-639c57dadaf8;A3.mortgage_basics;0.97
c9f8d76d-e63d-458a-99b6-919a8bc52705;A3.mortgage_basics;0.99
8dbaadca-4663-4db8-81a1-7d227bbf37b6;A3.mortgage_basics;0.99
24998ebf-ef9b-4148-b409-d74fe4765bcc;A3.mortgage_basics;0.97
ca4a0ecd-61f1-47b1-b70c-53849e22e3c2;A3.general;0.45
67acbca0-644b-47b1-81de-b215ab484150;A3.general;0.45
39799c2e-2e35-4b49-a53d-f1ca35b8635b;A3.mortgage_basics;0.99
9b4e26af-65ef-45e4-b3c4-61ef073d0dde;A3.general;0.45
8ad7eba3-2b17-4f4a-a272-0ed50f33b70d;A3.general;0.45
76ef007a-ad01-488f-8aa2-1a57ef9e5ee8;A3.general;0.45
6cb65606-f398-456c-8d7c-76a4bc888777;A3.general;0.45
8c5f63e1-13b6-4540-a5d5-b429014d9a6f;A3.general;0.45
9c273caa-17ab-4fc0-ae1c-f1bd5fbc17ea;A3.mortgage_basics;0.97
6dbb4fe6-4715-430b-8e88-1ac781d82465;A3.general;0.45
dc605336-ba3d-463c-a187-c88639f69dd9;A3.appraisal_basics;0.95
b38b64c7-fa51-4459-a669-9f4e5454820a;A3.general;0.45
f72db6a3-484f-4b58-bdf6-1750bfffe831;A3.mortgage_basics;0.97
c3bd29ec-195d-4448-845e-1b0149cd38e9;A3.mortgage_basics;0.98
9a04093e-9d62-473f-93fd-d8b252281c54;A3.general;0.45
0341a636-14f2-48f6-b043-35a6126643f4;A3.general;0.45
8066a060-7eb4-4ed0-a123-a1ae4521f327;A3.general;0.45
81e33f8e-240a-4006-8bab-472ef453708d;A3.mortgage_basics;0.97
86c7c0a7-2344-43da-906b-fd140a81828c;A3.general;0.45
de419cf8-d699-40a5-b1f2-3401e4b69b26;A3.mortgage_basics;0.98
2ce65772-aa10-4842-b7c7-e98db8631782;A3.mortgage_basics;0.97
f208f89b-16d3-49c1-863f-fafcba902065;A3.mortgage_basics;0.99
657914e6-5d06-4cf9-a961-ba944a72579b;A3.mortgage_basics;0.97
f42eed2f-eb9a-4fb8-9a01-d01e3867cad8;A3.mortgage_basics;0.97
5c20368e-5ec0-44a6-af4e-1a79f5874610;A3.general;0.45
b4f7891d-533c-4fe8-a979-55d60d0dab9d;A1.inheritance_testate_intestate;0.95
b5721c5e-63fa-4a1e-bc21-49d63afa5ace;A1.general;0.45
a5d63baf-c135-4989-9d19-bc9117aeade8;A3.mortgage_basics;0.98
2e76e0f0-f6ff-4008-be32-8e3f3af2facc;A1.general;0.45
b746fbce-56d0-4ac5-a0b1-ce662b20adc3;A3.loan_types_fha_va;0.97
831b5969-9e40-49cb-b1e5-473148fe03fa;A3.mortgage_basics;0.99
7864244d-099b-4b24-9876-ea3d723fbdaf;A3.mortgage_basics;0.99
b0304bbe-0b80-424e-8c56-e5cc18b64ff7;A3.general;0.45
24756485-a459-4ff4-aead-ebfe9a280c9c;A3.loan_types_fha_va;0.97
3a08bea2-de7e-4f3e-983e-83d15bde195e;A3.mortgage_basics;0.98
65a80860-f20d-41a3-9c1c-69b18a6dfc45;A3.general;0.45
43c1ab36-68f6-4c1d-9bdb-cca29a96dc20;A3.general;0.45
49e07c5e-1e9c-4f14-824f-6808b3f4df05;A3.general;0.45
03041d6c-f127-47d7-9f95-31125e7b6cbb;A3.general;0.45
de283dc6-be59-4084-9d94-4afceb08afe0;A3.general;0.45
1c0f3379-34b5-43f6-964d-b4c1fd9650f4;A3.general;0.45
2de96963-d120-43bb-9479-bed16df45d4d;A3.general;0.45
f726ccb3-4ff7-4796-ace6-aab12c7fe062;A3.mortgage_basics;0.97
78bd193b-b860-4c9e-ab95-46130db872ef;A3.mortgage_basics;0.97
b7b1c0cf-93b6-4413-adbf-dd9bd81be949;A3.mortgage_basics;0.97
c013e027-c3c0-4a40-97cd-424199dabcf9;A3.mortgage_basics;0.97
2b1e9e92-2118-4ce9-95c0-e7cc810dd9d7;A3.general;0.45
57304449-126a-4b52-98b4-5efc6b981f6c;A1.general;0.45
8dcc9ecd-67c6-4951-baa5-098dd75e3d46;A3.mortgage_basics;0.98
507f06c4-5308-4ff5-928b-423ddefd79ee;A3.mortgage_basics;0.99
ff6e6039-5c76-42e4-996e-5df71c701ef0;A3.mortgage_basics;0.99
6b2f11b2-ffe4-4cf7-b597-1eea8d651dc2;A3.mortgage_basics;0.97
999af29f-0c47-46c6-8963-747daae79d4f;A3.mortgage_basics;0.97
4c369259-e1f9-4096-b749-27172811c6bb;A3.general;0.45
c898ba80-ea50-4955-8993-32f4d6bbff0b;A3.appraisal_basics;0.95
d6342ff2-ab9b-45b2-a55a-ffca4646b368;A3.mortgage_basics;0.99
64601f74-95c5-47d7-b602-04a3a968861f;A3.mortgage_basics;0.99
1516abab-3b9b-4756-9ee0-a2dd55d64406;A3.amortization_interest;0.99
036d26c6-4b14-4476-8445-975111023ea7;A3.general;0.45
f905cf3a-ee0d-4741-aa16-a4a5e4310013;A3.amortization_interest;0.98
d18e6b81-3ec6-44b4-8be0-190de3d2a54d;A3.mortgage_basics;0.98
c3d01e58-d3fb-48a2-8c4b-d36e7db9bb23;A3.mortgage_basics;0.99
ec64c4c8-ee86-467e-8fc4-917f972d9535;A3.mortgage_basics;0.97
3a50ef42-5bed-4c66-9f00-e671411865da;A3.mortgage_basics;0.98
c2403e3a-8ec8-4cfa-818f-35244c8c51b5;A3.loan_types_fha_va;0.99
192cc2c0-0594-4ff8-b2db-4e157340d00e;A3.loan_types_fha_va;0.97
be7daf1f-6c91-456c-a0ce-5db247bbc914;A3.mortgage_basics;0.97
5b90f6d1-5755-4b2e-a31a-1ab825eee2c2;A3.amortization_interest;0.98
62378949-a1a4-499e-94d4-5aa46aad8add;A3.mortgage_basics;0.97
0e30caa4-6a75-48fb-988d-7f3a5a2f5520;A3.mortgage_basics;0.99
68a040dc-9bc3-4de8-8b20-794bbbc17e45;A3.mortgage_basics;0.97
7399856d-624f-4c21-992b-9415e48845d5;A3.amortization_interest;0.99
bb739395-82ef-4d1f-9b91-0fb895aa14fe;A3.amortization_interest;0.97
b9950557-ac26-46d0-aeb7-8651f7203605;A3.mortgage_basics;0.98
b01d6649-ec33-4f68-a831-acc65a7b0758;A3.mortgage_basics;0.99
62c2d1ac-ed9d-46c0-a9e0-cd1d89d4e79b;A3.mortgage_basics;0.99
e6e299e5-2e42-429b-bbe2-bf5e212e5b42;A3.amortization_interest;0.98
29b6e913-e9ef-462b-849c-f78f27fc8c43;A3.general;0.45
8bca1491-b41c-47e2-9783-67216ccd1e8b;A3.mortgage_basics;0.97
9759945f-a0c7-4f8f-8d21-65fd3f4ceec6;A3.mortgage_basics;0.97
2b414510-76c9-4e12-8771-525b3ef7b991;A3.loan_types_fha_va;0.97
4346c6e4-cd75-4a2f-8ea5-bb96d0c0bfe9;A3.loan_types_fha_va;0.98
53a04f18-ee76-48a3-93ca-7d64ada70f26;A3.mortgage_basics;0.98
4640c182-d230-4921-83ff-76ec45f33703;A3.mortgage_basics;0.99
fdb6c2da-9a33-4143-a500-7d5dd044e926;A3.mortgage_basics;0.99
34e4fce3-311e-441e-aa3c-ee7f30bbbf89;A3.mortgage_basics;0.99
2b28ebcd-d227-46f8-af90-2afef10db73c;A3.mortgage_basics;0.97
edbef611-12c4-4d5d-b507-1e28d31c8b77;A3.mortgage_basics;0.99
717a2ec0-4559-498b-9c70-8a07d53a3ddc;A3.amortization_interest;0.97
e1958625-d962-4c51-a848-073fe5468ed3;A3.mortgage_basics;0.99
4c9d200f-c629-4bad-91fe-987f50b0ad9b;A3.mortgage_basics;0.97
babd7d75-a771-4629-a4ff-f2cb7f96a3c1;A3.mortgage_basics;0.97
60ad7b9b-f442-4fc5-8322-2d596318d24e;A3.general;0.45
f528776e-7995-40cb-bfae-9f41f24b503a;A3.mortgage_basics;0.97
bc333f5f-3d82-4d62-9016-c75a178c4b69;A3.amortization_interest;0.98
a6171ba6-85cc-4dc6-a799-e63d087f6e7f;A3.mortgage_basics;0.97
ad1600c9-21af-40c6-806c-9cb4469170c2;A6.closing_settlement_statement;0.97
67c2523b-890f-4d96-8732-22fd65913733;A3.loan_types_fha_va;0.99
262e9767-79f4-40dc-a372-8a1ccfdb9820;A6.proration_taxes_insurance;0.98
2ae1248b-06fc-4b43-b078-e81c9ebbb18a;A6.lead_paint_environmental;0.97
745ebc26-bfbe-4943-8b54-1482e9c40294;A6.proration_taxes_insurance;0.97
e92c1ce4-aca5-43ed-a731-be464ff1346c;A3.loan_types_fha_va;0.99
648c1cf0-d5ce-42e9-8da8-1ad5d1890c4d;A3.loan_types_fha_va;0.97
1e72c6d1-c438-42a9-8cd7-db7dbdd4dbfd;A3.general;0.45
ea0ed275-58a6-4480-8846-e50a0b420eca;A3.loan_types_fha_va;0.99
c95771f0-774d-41a6-a9bf-f1102519e630;A3.mortgage_basics;0.99
9f211330-f91f-4dc1-a5c1-8ca4481e479e;A3.loan_types_fha_va;0.97
ae2516df-b5f5-4180-84cd-55bfec3c867e;A4.appraisal_methods;0.99
156fc412-876a-4659-a88a-bc1d876717c1;A3.loan_types_fha_va;0.98
a40aa76d-4a9c-4518-9f14-1e180fb29b1c;A3.escrow_taxes_insurance;0.96
37c7f25f-30a4-4546-8154-dda87252cbdf;A3.amortization_interest;0.97
3febd109-a069-406c-86bb-11ad6d4aec40;A3.general;0.45
57d0c25f-6108-45bc-b1cb-32b6561f9165;A3.mortgage_basics;0.98
ba8440a8-3ad3-4cef-ae6e-91a17b9592c5;A3.mortgage_basics;0.99
a5860ba2-678a-4109-b7f7-a186feac774f;A3.mortgage_basics;0.97
78a9ceff-0232-42af-8fea-764aad6e615a;A3.loan_types_fha_va;0.97
e3d8d448-b0ab-46db-9142-ef0d86e258ad;A3.loan_types_fha_va;0.97
0426ef89-4191-4f2c-8ba2-c9ee8e7052fa;A3.loan_types_fha_va;0.99
d86ff52c-ee40-4a47-ab4e-9e29fa2a4f8b;A3.mortgage_basics;0.97
c721a819-ebd8-4ed2-8c26-99bee555a18d;A3.general;0.45
